i,fname,machine_id,sample,part,label,label_idx
9026,normal_id_04_00000122_hist_librosa_part075.bin,4,122,75,normal,0
9027,normal_id_01_00000119_hist_librosa_part007.bin,1,119,7,normal,0
9028,anomaly_id_02_00000180_hist_librosa_part189.bin,2,180,189,anomaly,1
9029,normal_id_01_00000290_hist_librosa_part078.bin,1,290,78,normal,0
9030,anomaly_id_02_00000049_hist_librosa_part067.bin,2,49,67,anomaly,1
9031,normal_id_02_00000168_hist_librosa_part159.bin,2,168,159,normal,0
9032,normal_id_01_00000074_hist_librosa_part189.bin,1,74,189,normal,0
9033,normal_id_04_00000207_hist_librosa_part175.bin,4,207,175,normal,0
9034,normal_id_03_00000050_hist_librosa_part159.bin,3,50,159,normal,0
9035,normal_id_04_00000320_hist_librosa_part040.bin,4,320,40,normal,0
9036,anomaly_id_01_00000214_hist_librosa_part094.bin,1,214,94,anomaly,1
9037,anomaly_id_02_00000160_hist_librosa_part020.bin,2,160,20,anomaly,1
9038,normal_id_02_00000254_hist_librosa_part026.bin,2,254,26,normal,0
9039,anomaly_id_02_00000047_hist_librosa_part067.bin,2,47,67,anomaly,1
9040,normal_id_02_00000148_hist_librosa_part073.bin,2,148,73,normal,0
9041,anomaly_id_03_00000185_hist_librosa_part115.bin,3,185,115,anomaly,1
9042,normal_id_04_00000054_hist_librosa_part187.bin,4,54,187,normal,0
9043,normal_id_04_00000013_hist_librosa_part182.bin,4,13,182,normal,0
9044,normal_id_02_00000090_hist_librosa_part055.bin,2,90,55,normal,0
9045,normal_id_01_00000338_hist_librosa_part128.bin,1,338,128,normal,0
9046,normal_id_04_00000307_hist_librosa_part106.bin,4,307,106,normal,0
9047,normal_id_04_00000017_hist_librosa_part014.bin,4,17,14,normal,0
9048,anomaly_id_01_00000105_hist_librosa_part021.bin,1,105,21,anomaly,1
9049,anomaly_id_02_00000196_hist_librosa_part178.bin,2,196,178,anomaly,1
9050,normal_id_01_00000038_hist_librosa_part059.bin,1,38,59,normal,0
9051,normal_id_04_00000279_hist_librosa_part178.bin,4,279,178,normal,0
9052,normal_id_02_00000247_hist_librosa_part088.bin,2,247,88,normal,0
9053,anomaly_id_03_00000216_hist_librosa_part166.bin,3,216,166,anomaly,1
9054,anomaly_id_02_00000232_hist_librosa_part164.bin,2,232,164,anomaly,1
9055,anomaly_id_02_00000229_hist_librosa_part170.bin,2,229,170,anomaly,1
9056,anomaly_id_01_00000034_hist_librosa_part089.bin,1,34,89,anomaly,1
9057,normal_id_04_00000081_hist_librosa_part098.bin,4,81,98,normal,0
9058,normal_id_01_00000111_hist_librosa_part068.bin,1,111,68,normal,0
9059,normal_id_01_00000185_hist_librosa_part145.bin,1,185,145,normal,0
9060,normal_id_04_00000170_hist_librosa_part188.bin,4,170,188,normal,0
9061,normal_id_04_00000284_hist_librosa_part080.bin,4,284,80,normal,0
9062,normal_id_04_00000062_hist_librosa_part129.bin,4,62,129,normal,0
9063,normal_id_02_00000217_hist_librosa_part001.bin,2,217,1,normal,0
9064,normal_id_02_00000028_hist_librosa_part020.bin,2,28,20,normal,0
9065,anomaly_id_03_00000060_hist_librosa_part109.bin,3,60,109,anomaly,1
9066,normal_id_02_00000275_hist_librosa_part029.bin,2,275,29,normal,0
9067,normal_id_01_00000338_hist_librosa_part146.bin,1,338,146,normal,0
9068,anomaly_id_03_00000048_hist_librosa_part109.bin,3,48,109,anomaly,1
9069,normal_id_04_00000274_hist_librosa_part093.bin,4,274,93,normal,0
9070,normal_id_01_00000311_hist_librosa_part097.bin,1,311,97,normal,0
9071,anomaly_id_01_00000015_hist_librosa_part108.bin,1,15,108,anomaly,1
9072,anomaly_id_03_00000197_hist_librosa_part174.bin,3,197,174,anomaly,1
9073,normal_id_01_00000161_hist_librosa_part003.bin,1,161,3,normal,0
9074,normal_id_02_00000212_hist_librosa_part159.bin,2,212,159,normal,0
9075,anomaly_id_03_00000119_hist_librosa_part034.bin,3,119,34,anomaly,1
9076,normal_id_01_00000322_hist_librosa_part022.bin,1,322,22,normal,0
9077,normal_id_03_00000322_hist_librosa_part192.bin,3,322,192,normal,0
9078,normal_id_02_00000077_hist_librosa_part036.bin,2,77,36,normal,0
9079,anomaly_id_01_00000122_hist_librosa_part110.bin,1,122,110,anomaly,1
9080,normal_id_02_00000175_hist_librosa_part027.bin,2,175,27,normal,0
9081,normal_id_03_00000314_hist_librosa_part182.bin,3,314,182,normal,0
9082,normal_id_03_00000138_hist_librosa_part097.bin,3,138,97,normal,0
9083,normal_id_04_00000118_hist_librosa_part093.bin,4,118,93,normal,0
9084,normal_id_04_00000045_hist_librosa_part076.bin,4,45,76,normal,0
9085,normal_id_01_00000236_hist_librosa_part128.bin,1,236,128,normal,0
9086,normal_id_01_00000327_hist_librosa_part131.bin,1,327,131,normal,0
9087,normal_id_01_00000021_hist_librosa_part146.bin,1,21,146,normal,0
9088,normal_id_01_00000236_hist_librosa_part077.bin,1,236,77,normal,0
9089,anomaly_id_03_00000243_hist_librosa_part055.bin,3,243,55,anomaly,1
9090,normal_id_03_00000259_hist_librosa_part132.bin,3,259,132,normal,0
9091,normal_id_03_00000213_hist_librosa_part190.bin,3,213,190,normal,0
9092,normal_id_01_00000271_hist_librosa_part075.bin,1,271,75,normal,0
9093,normal_id_02_00000025_hist_librosa_part187.bin,2,25,187,normal,0
9094,normal_id_03_00000318_hist_librosa_part069.bin,3,318,69,normal,0
9095,normal_id_03_00000123_hist_librosa_part147.bin,3,123,147,normal,0
9096,normal_id_04_00000160_hist_librosa_part117.bin,4,160,117,normal,0
9097,anomaly_id_02_00000035_hist_librosa_part052.bin,2,35,52,anomaly,1
9098,anomaly_id_01_00000249_hist_librosa_part067.bin,1,249,67,anomaly,1
9099,normal_id_02_00000226_hist_librosa_part120.bin,2,226,120,normal,0
9100,normal_id_02_00000277_hist_librosa_part102.bin,2,277,102,normal,0
9101,normal_id_01_00000111_hist_librosa_part104.bin,1,111,104,normal,0
9102,normal_id_01_00000242_hist_librosa_part139.bin,1,242,139,normal,0
9103,anomaly_id_02_00000155_hist_librosa_part071.bin,2,155,71,anomaly,1
9104,normal_id_03_00000002_hist_librosa_part190.bin,3,2,190,normal,0
9105,normal_id_03_00000034_hist_librosa_part049.bin,3,34,49,normal,0
9106,anomaly_id_03_00000144_hist_librosa_part139.bin,3,144,139,anomaly,1
9107,normal_id_04_00000051_hist_librosa_part098.bin,4,51,98,normal,0
9108,normal_id_02_00000341_hist_librosa_part091.bin,2,341,91,normal,0
9109,anomaly_id_02_00000083_hist_librosa_part118.bin,2,83,118,anomaly,1
9110,normal_id_03_00000272_hist_librosa_part011.bin,3,272,11,normal,0
9111,normal_id_04_00000136_hist_librosa_part002.bin,4,136,2,normal,0
9112,normal_id_04_00000084_hist_librosa_part060.bin,4,84,60,normal,0
9113,normal_id_04_00000028_hist_librosa_part010.bin,4,28,10,normal,0
9114,anomaly_id_03_00000005_hist_librosa_part111.bin,3,5,111,anomaly,1
9115,normal_id_01_00000244_hist_librosa_part120.bin,1,244,120,normal,0
9116,normal_id_01_00000119_hist_librosa_part084.bin,1,119,84,normal,0
9117,anomaly_id_03_00000155_hist_librosa_part001.bin,3,155,1,anomaly,1
9118,anomaly_id_01_00000175_hist_librosa_part112.bin,1,175,112,anomaly,1
9119,normal_id_01_00000068_hist_librosa_part016.bin,1,68,16,normal,0
9120,normal_id_01_00000306_hist_librosa_part120.bin,1,306,120,normal,0
9121,normal_id_02_00000102_hist_librosa_part094.bin,2,102,94,normal,0
9122,anomaly_id_01_00000158_hist_librosa_part005.bin,1,158,5,anomaly,1
9123,anomaly_id_02_00000069_hist_librosa_part067.bin,2,69,67,anomaly,1
9124,anomaly_id_01_00000149_hist_librosa_part146.bin,1,149,146,anomaly,1
9125,normal_id_02_00000205_hist_librosa_part033.bin,2,205,33,normal,0
9126,anomaly_id_01_00000023_hist_librosa_part173.bin,1,23,173,anomaly,1
9127,anomaly_id_02_00000065_hist_librosa_part158.bin,2,65,158,anomaly,1
9128,anomaly_id_03_00000163_hist_librosa_part130.bin,3,163,130,anomaly,1
9129,anomaly_id_03_00000153_hist_librosa_part049.bin,3,153,49,anomaly,1
9130,normal_id_02_00000233_hist_librosa_part126.bin,2,233,126,normal,0
9131,normal_id_04_00000134_hist_librosa_part180.bin,4,134,180,normal,0
9132,anomaly_id_02_00000038_hist_librosa_part025.bin,2,38,25,anomaly,1
9133,normal_id_01_00000303_hist_librosa_part043.bin,1,303,43,normal,0
9134,normal_id_03_00000041_hist_librosa_part089.bin,3,41,89,normal,0
9135,normal_id_01_00000179_hist_librosa_part067.bin,1,179,67,normal,0
9136,normal_id_02_00000194_hist_librosa_part023.bin,2,194,23,normal,0
9137,anomaly_id_02_00000077_hist_librosa_part022.bin,2,77,22,anomaly,1
9138,normal_id_02_00000116_hist_librosa_part029.bin,2,116,29,normal,0
9139,normal_id_04_00000149_hist_librosa_part191.bin,4,149,191,normal,0
9140,anomaly_id_02_00000012_hist_librosa_part141.bin,2,12,141,anomaly,1
9141,anomaly_id_01_00000014_hist_librosa_part021.bin,1,14,21,anomaly,1
9142,normal_id_04_00000287_hist_librosa_part098.bin,4,287,98,normal,0
9143,anomaly_id_02_00000120_hist_librosa_part065.bin,2,120,65,anomaly,1
9144,normal_id_04_00000199_hist_librosa_part104.bin,4,199,104,normal,0
9145,anomaly_id_02_00000244_hist_librosa_part079.bin,2,244,79,anomaly,1
9146,normal_id_02_00000228_hist_librosa_part095.bin,2,228,95,normal,0
9147,anomaly_id_02_00000168_hist_librosa_part156.bin,2,168,156,anomaly,1
9148,normal_id_02_00000333_hist_librosa_part093.bin,2,333,93,normal,0
9149,normal_id_04_00000235_hist_librosa_part010.bin,4,235,10,normal,0
9150,normal_id_04_00000177_hist_librosa_part023.bin,4,177,23,normal,0
9151,normal_id_02_00000038_hist_librosa_part121.bin,2,38,121,normal,0
9152,normal_id_04_00000136_hist_librosa_part192.bin,4,136,192,normal,0
9153,anomaly_id_02_00000202_hist_librosa_part004.bin,2,202,4,anomaly,1
9154,normal_id_01_00000084_hist_librosa_part173.bin,1,84,173,normal,0
9155,normal_id_03_00000176_hist_librosa_part129.bin,3,176,129,normal,0
9156,normal_id_03_00000188_hist_librosa_part091.bin,3,188,91,normal,0
9157,normal_id_02_00000329_hist_librosa_part169.bin,2,329,169,normal,0
9158,normal_id_01_00000175_hist_librosa_part131.bin,1,175,131,normal,0
9159,anomaly_id_01_00000188_hist_librosa_part057.bin,1,188,57,anomaly,1
9160,anomaly_id_01_00000242_hist_librosa_part030.bin,1,242,30,anomaly,1
9161,normal_id_03_00000068_hist_librosa_part131.bin,3,68,131,normal,0
9162,normal_id_04_00000064_hist_librosa_part168.bin,4,64,168,normal,0
9163,anomaly_id_02_00000260_hist_librosa_part192.bin,2,260,192,anomaly,1
9164,normal_id_04_00000243_hist_librosa_part072.bin,4,243,72,normal,0
9165,normal_id_03_00000278_hist_librosa_part177.bin,3,278,177,normal,0
9166,normal_id_03_00000093_hist_librosa_part024.bin,3,93,24,normal,0
9167,normal_id_01_00000254_hist_librosa_part036.bin,1,254,36,normal,0
9168,normal_id_04_00000178_hist_librosa_part171.bin,4,178,171,normal,0
9169,anomaly_id_01_00000028_hist_librosa_part056.bin,1,28,56,anomaly,1
9170,anomaly_id_02_00000152_hist_librosa_part181.bin,2,152,181,anomaly,1
9171,normal_id_01_00000322_hist_librosa_part129.bin,1,322,129,normal,0
9172,anomaly_id_03_00000170_hist_librosa_part104.bin,3,170,104,anomaly,1
9173,normal_id_02_00000316_hist_librosa_part055.bin,2,316,55,normal,0
9174,anomaly_id_01_00000173_hist_librosa_part193.bin,1,173,193,anomaly,1
9175,anomaly_id_02_00000137_hist_librosa_part088.bin,2,137,88,anomaly,1
9176,normal_id_01_00000219_hist_librosa_part150.bin,1,219,150,normal,0
9177,normal_id_02_00000103_hist_librosa_part078.bin,2,103,78,normal,0
9178,anomaly_id_01_00000073_hist_librosa_part033.bin,1,73,33,anomaly,1
9179,normal_id_03_00000036_hist_librosa_part119.bin,3,36,119,normal,0
9180,normal_id_01_00000241_hist_librosa_part139.bin,1,241,139,normal,0
9181,normal_id_02_00000140_hist_librosa_part081.bin,2,140,81,normal,0
9182,normal_id_04_00000239_hist_librosa_part015.bin,4,239,15,normal,0
9183,anomaly_id_01_00000103_hist_librosa_part027.bin,1,103,27,anomaly,1
9184,normal_id_02_00000307_hist_librosa_part143.bin,2,307,143,normal,0
9185,normal_id_02_00000250_hist_librosa_part175.bin,2,250,175,normal,0
9186,anomaly_id_03_00000058_hist_librosa_part046.bin,3,58,46,anomaly,1
9187,normal_id_01_00000151_hist_librosa_part114.bin,1,151,114,normal,0
9188,anomaly_id_02_00000041_hist_librosa_part080.bin,2,41,80,anomaly,1
9189,anomaly_id_01_00000083_hist_librosa_part094.bin,1,83,94,anomaly,1
9190,normal_id_01_00000249_hist_librosa_part165.bin,1,249,165,normal,0
9191,normal_id_01_00000285_hist_librosa_part092.bin,1,285,92,normal,0
9192,normal_id_03_00000030_hist_librosa_part149.bin,3,30,149,normal,0
9193,normal_id_03_00000191_hist_librosa_part143.bin,3,191,143,normal,0
9194,normal_id_02_00000268_hist_librosa_part120.bin,2,268,120,normal,0
9195,anomaly_id_01_00000131_hist_librosa_part006.bin,1,131,6,anomaly,1
9196,anomaly_id_03_00000127_hist_librosa_part034.bin,3,127,34,anomaly,1
9197,anomaly_id_03_00000114_hist_librosa_part133.bin,3,114,133,anomaly,1
9198,normal_id_02_00000319_hist_librosa_part004.bin,2,319,4,normal,0
9199,normal_id_02_00000281_hist_librosa_part022.bin,2,281,22,normal,0
9200,normal_id_04_00000065_hist_librosa_part162.bin,4,65,162,normal,0
9201,normal_id_02_00000053_hist_librosa_part026.bin,2,53,26,normal,0
9202,normal_id_01_00000320_hist_librosa_part078.bin,1,320,78,normal,0
9203,normal_id_04_00000254_hist_librosa_part165.bin,4,254,165,normal,0
9204,normal_id_01_00000064_hist_librosa_part166.bin,1,64,166,normal,0
9205,normal_id_03_00000233_hist_librosa_part015.bin,3,233,15,normal,0
9206,normal_id_03_00000123_hist_librosa_part165.bin,3,123,165,normal,0
9207,anomaly_id_02_00000195_hist_librosa_part013.bin,2,195,13,anomaly,1
9208,normal_id_01_00000113_hist_librosa_part118.bin,1,113,118,normal,0
9209,anomaly_id_02_00000130_hist_librosa_part134.bin,2,130,134,anomaly,1
9210,normal_id_03_00000321_hist_librosa_part100.bin,3,321,100,normal,0
9211,anomaly_id_02_00000063_hist_librosa_part187.bin,2,63,187,anomaly,1
9212,normal_id_04_00000079_hist_librosa_part116.bin,4,79,116,normal,0
9213,normal_id_04_00000033_hist_librosa_part084.bin,4,33,84,normal,0
9214,normal_id_03_00000124_hist_librosa_part169.bin,3,124,169,normal,0
9215,normal_id_01_00000203_hist_librosa_part091.bin,1,203,91,normal,0
9216,normal_id_01_00000211_hist_librosa_part126.bin,1,211,126,normal,0
9217,anomaly_id_01_00000164_hist_librosa_part123.bin,1,164,123,anomaly,1
9218,normal_id_01_00000227_hist_librosa_part119.bin,1,227,119,normal,0
9219,anomaly_id_02_00000258_hist_librosa_part148.bin,2,258,148,anomaly,1
9220,normal_id_03_00000081_hist_librosa_part088.bin,3,81,88,normal,0
9221,normal_id_01_00000305_hist_librosa_part137.bin,1,305,137,normal,0
9222,normal_id_01_00000295_hist_librosa_part095.bin,1,295,95,normal,0
9223,anomaly_id_02_00000057_hist_librosa_part174.bin,2,57,174,anomaly,1
9224,anomaly_id_03_00000220_hist_librosa_part061.bin,3,220,61,anomaly,1
9225,normal_id_03_00000224_hist_librosa_part123.bin,3,224,123,normal,0
9226,anomaly_id_03_00000018_hist_librosa_part102.bin,3,18,102,anomaly,1
9227,normal_id_01_00000034_hist_librosa_part057.bin,1,34,57,normal,0
9228,normal_id_04_00000174_hist_librosa_part176.bin,4,174,176,normal,0
9229,anomaly_id_03_00000078_hist_librosa_part121.bin,3,78,121,anomaly,1
9230,normal_id_02_00000178_hist_librosa_part063.bin,2,178,63,normal,0
9231,normal_id_02_00000148_hist_librosa_part152.bin,2,148,152,normal,0
9232,normal_id_03_00000280_hist_librosa_part044.bin,3,280,44,normal,0
9233,anomaly_id_02_00000120_hist_librosa_part163.bin,2,120,163,anomaly,1
9234,anomaly_id_01_00000239_hist_librosa_part106.bin,1,239,106,anomaly,1
9235,normal_id_02_00000212_hist_librosa_part028.bin,2,212,28,normal,0
9236,anomaly_id_03_00000210_hist_librosa_part068.bin,3,210,68,anomaly,1
9237,normal_id_03_00000276_hist_librosa_part159.bin,3,276,159,normal,0
9238,anomaly_id_03_00000188_hist_librosa_part095.bin,3,188,95,anomaly,1
9239,anomaly_id_01_00000248_hist_librosa_part189.bin,1,248,189,anomaly,1
9240,normal_id_04_00000047_hist_librosa_part009.bin,4,47,9,normal,0
9241,anomaly_id_01_00000076_hist_librosa_part058.bin,1,76,58,anomaly,1
9242,normal_id_04_00000238_hist_librosa_part008.bin,4,238,8,normal,0
9243,anomaly_id_03_00000127_hist_librosa_part139.bin,3,127,139,anomaly,1
9244,anomaly_id_02_00000027_hist_librosa_part053.bin,2,27,53,anomaly,1
9245,normal_id_02_00000112_hist_librosa_part026.bin,2,112,26,normal,0
9246,anomaly_id_03_00000047_hist_librosa_part076.bin,3,47,76,anomaly,1
9247,normal_id_01_00000250_hist_librosa_part128.bin,1,250,128,normal,0
9248,normal_id_02_00000086_hist_librosa_part092.bin,2,86,92,normal,0
9249,normal_id_03_00000082_hist_librosa_part174.bin,3,82,174,normal,0
9250,normal_id_04_00000131_hist_librosa_part059.bin,4,131,59,normal,0
9251,normal_id_01_00000185_hist_librosa_part099.bin,1,185,99,normal,0
9252,normal_id_02_00000222_hist_librosa_part158.bin,2,222,158,normal,0
9253,anomaly_id_03_00000102_hist_librosa_part159.bin,3,102,159,anomaly,1
9254,normal_id_03_00000095_hist_librosa_part190.bin,3,95,190,normal,0
9255,normal_id_03_00000287_hist_librosa_part110.bin,3,287,110,normal,0
9256,normal_id_02_00000136_hist_librosa_part103.bin,2,136,103,normal,0
9257,anomaly_id_03_00000215_hist_librosa_part100.bin,3,215,100,anomaly,1
9258,anomaly_id_01_00000136_hist_librosa_part131.bin,1,136,131,anomaly,1
9259,anomaly_id_01_00000191_hist_librosa_part079.bin,1,191,79,anomaly,1
9260,anomaly_id_01_00000123_hist_librosa_part105.bin,1,123,105,anomaly,1
9261,anomaly_id_03_00000117_hist_librosa_part002.bin,3,117,2,anomaly,1
9262,normal_id_04_00000249_hist_librosa_part042.bin,4,249,42,normal,0
9263,anomaly_id_02_00000184_hist_librosa_part054.bin,2,184,54,anomaly,1
9264,anomaly_id_02_00000020_hist_librosa_part185.bin,2,20,185,anomaly,1
9265,anomaly_id_02_00000216_hist_librosa_part041.bin,2,216,41,anomaly,1
9266,anomaly_id_02_00000256_hist_librosa_part177.bin,2,256,177,anomaly,1
9267,normal_id_03_00000217_hist_librosa_part008.bin,3,217,8,normal,0
9268,normal_id_02_00000143_hist_librosa_part017.bin,2,143,17,normal,0
9269,normal_id_01_00000262_hist_librosa_part052.bin,1,262,52,normal,0
9270,normal_id_02_00000125_hist_librosa_part156.bin,2,125,156,normal,0
9271,normal_id_02_00000162_hist_librosa_part082.bin,2,162,82,normal,0
9272,normal_id_01_00000331_hist_librosa_part119.bin,1,331,119,normal,0
9273,normal_id_04_00000260_hist_librosa_part162.bin,4,260,162,normal,0
9274,normal_id_03_00000256_hist_librosa_part178.bin,3,256,178,normal,0
9275,normal_id_03_00000297_hist_librosa_part049.bin,3,297,49,normal,0
9276,anomaly_id_03_00000132_hist_librosa_part083.bin,3,132,83,anomaly,1
9277,normal_id_03_00000024_hist_librosa_part190.bin,3,24,190,normal,0
9278,anomaly_id_01_00000157_hist_librosa_part171.bin,1,157,171,anomaly,1
9279,normal_id_03_00000055_hist_librosa_part065.bin,3,55,65,normal,0
9280,normal_id_04_00000037_hist_librosa_part152.bin,4,37,152,normal,0
9281,normal_id_02_00000334_hist_librosa_part078.bin,2,334,78,normal,0
9282,anomaly_id_01_00000001_hist_librosa_part102.bin,1,1,102,anomaly,1
9283,normal_id_03_00000106_hist_librosa_part179.bin,3,106,179,normal,0
9284,normal_id_04_00000284_hist_librosa_part092.bin,4,284,92,normal,0
9285,normal_id_02_00000046_hist_librosa_part182.bin,2,46,182,normal,0
9286,normal_id_03_00000114_hist_librosa_part169.bin,3,114,169,normal,0
9287,normal_id_02_00000211_hist_librosa_part055.bin,2,211,55,normal,0
9288,normal_id_02_00000265_hist_librosa_part130.bin,2,265,130,normal,0
9289,normal_id_02_00000267_hist_librosa_part064.bin,2,267,64,normal,0
9290,anomaly_id_01_00000258_hist_librosa_part138.bin,1,258,138,anomaly,1
9291,normal_id_02_00000228_hist_librosa_part120.bin,2,228,120,normal,0
9292,normal_id_02_00000176_hist_librosa_part057.bin,2,176,57,normal,0
9293,anomaly_id_01_00000217_hist_librosa_part177.bin,1,217,177,anomaly,1
9294,anomaly_id_03_00000152_hist_librosa_part151.bin,3,152,151,anomaly,1
9295,normal_id_04_00000301_hist_librosa_part153.bin,4,301,153,normal,0
9296,normal_id_04_00000002_hist_librosa_part081.bin,4,2,81,normal,0
9297,anomaly_id_01_00000148_hist_librosa_part043.bin,1,148,43,anomaly,1
9298,anomaly_id_02_00000227_hist_librosa_part138.bin,2,227,138,anomaly,1
9299,normal_id_03_00000287_hist_librosa_part152.bin,3,287,152,normal,0
9300,anomaly_id_03_00000214_hist_librosa_part122.bin,3,214,122,anomaly,1
9301,normal_id_04_00000070_hist_librosa_part061.bin,4,70,61,normal,0
9302,anomaly_id_03_00000172_hist_librosa_part144.bin,3,172,144,anomaly,1
9303,normal_id_02_00000072_hist_librosa_part086.bin,2,72,86,normal,0
9304,normal_id_03_00000344_hist_librosa_part032.bin,3,344,32,normal,0
9305,normal_id_03_00000067_hist_librosa_part120.bin,3,67,120,normal,0
9306,normal_id_04_00000078_hist_librosa_part009.bin,4,78,9,normal,0
9307,normal_id_01_00000318_hist_librosa_part070.bin,1,318,70,normal,0
